LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,MX
1742899275.899051,218832.000,33568,3,MX,1,100,-16
1742899275.939051,218872.000,33584,2,MX,1,100,-16
1742899275.979052,218912.000,33584,2,MX,1,100,-15
1742899276.014385,218947.333,33600,3,MX,1,100,-15
1742899276.049719,218982.667,33600,3,MX,1,100,-15
1742899276.085053,219018.000,33600,3,MX,1,100,-15
1742899276.125053,219058.000,33619,3,MX,1,100,-16
1742899276.165054,219098.000,33619,3,MX,1,100,-15
1742899276.205054,219138.000,33619,3,MX,1,100,-15
1742899276.245054,219178.000,33636,2,MX,1,100,-16
1742899276.285055,219218.000,33636,2,MX,1,100,-15
1742899276.325055,219258.000,33651,3,MX,1,100,-14
1742899276.365056,219298.000,33651,3,MX,1,100,-15
1742899276.405056,219338.000,33651,3,MX,1,100,-16
1742899276.445057,219378.000,33667,2,MX,1,100,-14
1742899276.485057,219418.000,33667,2,MX,1,100,-15
1742899276.525058,219458.000,33684,3,MX,1,100,-15
1742899276.565058,219498.000,33684,3,MX,1,100,-14
1742899276.605058,219538.000,33684,3,MX,1,100,-15
1742899276.645059,219578.000,33701,2,MX,1,100,-15
1742899276.685059,219618.000,33701,2,MX,1,100,-14
1742899276.725060,219658.000,33717,3,MX,1,100,-14
1742899276.765060,219698.000,33717,3,MX,1,100,-14
1742899276.805060,219738.000,33717,3,MX,1,100,-15
1742899276.845061,219778.000,33734,2,MX,1,100,-14
1742899276.885061,219818.000,33734,2,MX,1,100,-14
1742899276.925062,219858.000,33752,3,MX,1,100,-14
1742899276.965062,219898.000,33752,3,MX,1,100,-14
1742899277.005063,219938.000,33752,3,MX,1,100,-16
1742899277.045063,219978.000,33768,2,MX,1,100,-14
1742899277.085063,220018.000,33768,2,MX,1,100,-15
1742899277.120730,220053.667,33785,3,MX,1,100,-14
1742899277.156398,220089.333,33785,3,MX,1,100,-16
1742899277.192065,220125.000,33785,3,MX,1,100,-16
1742899277.232065,220165.000,33800,3,MX,1,100,-15
1742899277.272065,220205.000,33800,3,MX,1,100,-15
1742899277.312066,220245.000,33800,3,MX,1,100,-15
1742899277.352066,220285.000,33817,2,MX,1,100,-15
1742899277.392067,220325.000,33817,2,MX,1,100,-16
1742899277.432067,220365.000,33835,3,MX,1,100,-15
1742899277.472068,220405.000,33835,3,MX,1,100,-16
1742899277.512068,220445.000,33835,3,MX,1,100,-16
1742899277.552068,220485.000,33853,2,MX,1,100,-13
1742899277.592069,220525.000,33853,2,MX,1,100,-15
1742899277.632069,220565.000,33867,3,MX,1,100,-15
1742899277.672070,220605.000,33867,3,MX,1,100,-15
1742899277.712070,220645.000,33867,3,MX,1,100,-16
1742899277.752071,220685.000,33884,3,MX,1,100,-15
1742899277.792071,220725.000,33884,3,MX,1,100,-16
1742899277.832072,220765.000,33884,3,MX,1,100,-15
1742899277.872072,220805.000,33900,2,MX,1,100,-15
1742899277.912072,220845.000,33900,2,MX,1,100,-15
1742899277.951739,220884.667,33918,3,MX,1,100,-14
1742899277.991406,220924.333,33918,3,MX,1,100,-15
1742899278.031074,220964.000,33918,3,MX,1,100,-15
1742899278.071407,221004.333,33934,3,MX,1,100,-14
1742899278.111741,221044.667,33934,3,MX,1,100,-15
1742899278.152075,221085.000,33934,3,MX,1,100,-14
1742899278.187742,221120.667,33951,3,MX,1,100,-14
1742899278.223409,221156.333,33951,3,MX,1,100,-15
1742899278.259076,221192.000,33951,3,MX,1,100,-16
1742899278.299076,221232.000,33970,2,MX,1,100,-16
1742899278.339077,221272.000,33970,2,MX,1,100,-14
1742899278.379077,221312.000,33987,3,MX,1,100,-16
1742899278.419078,221352.000,33987,3,MX,1,100,-15
1742899278.459078,221392.000,33987,3,MX,1,100,-15
1742899278.499079,221432.000,34003,2,MX,1,100,-14
1742899278.539079,221472.000,34003,2,MX,1,100,-16
1742899278.579079,221512.000,34019,3,MX,1,100,-14
1742899278.619080,221552.000,34019,3,MX,1,100,-15
1742899278.659080,221592.000,34019,3,MX,1,100,-15
1742899278.699081,221632.000,34035,2,MX,1,100,-15
1742899278.739081,221672.000,34035,2,MX,1,100,-14
1742899278.779082,221712.000,34054,3,MX,1,100,-15
1742899278.819082,221752.000,34054,3,MX,1,100,-15
1742899278.859082,221792.000,34054,3,MX,1,100,-15
1742899278.899083,221832.000,34071,2,MX,1,100,-16
1742899278.939083,221872.000,34071,2,MX,1,100,-15
1742899278.979084,221912.000,34086,3,MX,1,100,-14
1742899279.019084,221952.000,34086,3,MX,1,100,-14
1742899279.059085,221992.000,34086,3,MX,1,100,-16
1742899279.099085,222032.000,34102,3,MX,1,100,-16
1742899279.139085,222072.000,34102,3,MX,1,100,-15
1742899279.179086,222112.000,34102,3,MX,1,100,-15
1742899279.219086,222152.000,34119,2,MX,1,100,-15
1742899279.259087,222192.000,34119,2,MX,1,100,-16
1742899279.299087,222232.000,34136,3,MX,1,100,-16
1742899279.339087,222272.000,34136,3,MX,1,100,-15
1742899279.379088,222312.000,34136,3,MX,1,100,-14
1742899279.412088,222345.000,34152,2,MX,1,100,-15
1742899279.445089,222378.000,34152,2,MX,1,100,-15
1742899279.485089,222418.000,34169,3,MX,1,100,-14
1742899279.525090,222458.000,34169,3,MX,1,100,-15
1742899279.565090,222498.000,34169,3,MX,1,100,-15
1742899279.605090,222538.000,34187,3,MX,1,100,-14
1742899279.645091,222578.000,34187,3,MX,1,100,-15
1742899279.685091,222618.000,34187,3,MX,1,100,-15
1742899279.725092,222658.000,34203,2,MX,1,100,-16
1742899279.765092,222698.000,34203,2,MX,1,100,-15
1742899279.805093,222738.000,34220,3,MX,1,100,-15
1742899279.845093,222778.000,34220,3,MX,1,100,-16
1742899279.885093,222818.000,34220,3,MX,1,100,-15
1742899279.925094,222858.000,34235,2,MX,1,100,-15
1742899279.965094,222898.000,34235,2,MX,1,100,-15
1742899280.005095,222938.000,34252,3,MX,1,100,-16
1742899280.045095,222978.000,34252,3,MX,1,100,-14
1742899280.085095,223018.000,34252,3,MX,1,100,-15
1742899280.125096,223058.000,34268,2,MX,1,100,-14
1742899280.165096,223098.000,34268,2,MX,1,100,-15
1742899280.205097,223138.000,34288,3,MX,1,100,-15
1742899280.245097,223178.000,34288,3,MX,1,100,-14
1742899280.285098,223218.000,34288,3,MX,1,100,-15
1742899280.325098,223258.000,34302,2,MX,1,100,-16
1742899280.365098,223298.000,34302,2,MX,1,100,-15
1742899280.405099,223338.000,34319,3,MX,1,100,-15
1742899280.445099,223378.000,34319,3,MX,1,100,-15
1742899280.485100,223418.000,34319,3,MX,1,100,-15
1742899280.520433,223453.333,34335,3,MX,1,100,-16
1742899280.555767,223488.667,34335,3,MX,1,100,-14
1742899280.591101,223524.000,34335,3,MX,1,100,-15
1742899280.631101,223564.000,34353,2,MX,1,100,-14
1742899280.671102,223604.000,34353,2,MX,1,100,-14
1742899280.711102,223644.000,34377,5,MX,1,100,-15
1742899280.751103,223684.000,34377,5,MX,1,100,-15
1742899280.791103,223724.000,34377,5,MX,1,100,-14
1742899280.831104,223764.000,34377,5,MX,1,100,-14
1742899280.871104,223804.000,34377,5,MX,1,100,-15
1742899280.911104,223844.000,34394,3,MX,1,100,-15
1742899280.951105,223884.000,34394,3,MX,1,100,-14
1742899280.991105,223924.000,34394,3,MX,1,100,-15
1742899281.031106,223964.000,34411,2,MX,1,100,-16
1742899281.071106,224004.000,34411,2,MX,1,100,-14
1742899281.111106,224044.000,34425,3,MX,1,100,-15
1742899281.151107,224084.000,34425,3,MX,1,100,-16
1742899281.191107,224124.000,34425,3,MX,1,100,-16
1742899281.231108,224164.000,34443,2,MX,1,100,-15
1742899281.271108,224204.000,34443,2,MX,1,100,-15
1742899281.311109,224244.000,34459,3,MX,1,100,-14
1742899281.351109,224284.000,34459,3,MX,1,100,-15
1742899281.391109,224324.000,34459,3,MX,1,100,-15
1742899281.431110,224364.000,34478,3,MX,1,100,-15
1742899281.471110,224404.000,34478,3,MX,1,100,-14
1742899281.511111,224444.000,34478,3,MX,1,100,-15
1742899281.551111,224484.000,34493,2,MX,1,100,-15
1742899281.591112,224524.000,34493,2,MX,1,100,-15
1742899281.627112,224560.000,34510,3,MX,1,100,-15
1742899281.663112,224596.000,34510,3,MX,1,100,-15
1742899281.699113,224632.000,34510,3,MX,1,100,-16
1742899281.738780,224671.667,34526,3,MX,1,100,-15
1742899281.778447,224711.333,34526,3,MX,1,100,-15
1742899281.818114,224751.000,34526,3,MX,1,100,-14
1742899281.858614,224791.500,34543,2,MX,1,100,-15
1742899281.899115,224832.000,34543,2,MX,1,100,-15
1742899281.938782,224871.667,34560,3,MX,1,100,-14
1742899281.978449,224911.333,34560,3,MX,1,100,-14
1742899282.018116,224951.000,34560,3,MX,1,100,-15
1742899282.058117,224991.000,34575,2,MX,1,100,-15
1742899282.098117,225031.000,34575,2,MX,1,100,-15
1742899282.138451,225071.333,34593,3,MX,1,100,-15
1742899282.178785,225111.667,34593,3,MX,1,100,-15
1742899282.219118,225152.000,34593,3,MX,1,100,-15
1742899282.258619,225191.500,34611,2,MX,1,100,-15
1742899282.298119,225231.000,34611,2,MX,1,100,-14
1742899282.338120,225271.000,34627,3,MX,1,100,-14
1742899282.378120,225311.000,34627,3,MX,1,100,-16
1742899282.418120,225351.000,34627,3,MX,1,100,-15
1742899282.458121,225391.000,34642,2,MX,1,100,-16
1742899282.498121,225431.000,34642,2,MX,1,100,-15
1742899282.538455,225471.333,34659,3,MX,1,100,-15
1742899282.578789,225511.667,34659,3,MX,1,100,-15
1742899282.619123,225552.000,34659,3,MX,1,100,-15
1742899282.658623,225591.500,34676,2,MX,1,100,-14
1742899282.698123,225631.000,34676,2,MX,1,100,-15
1742899282.733457,225666.333,34692,3,MX,1,100,-16
1742899282.768791,225701.667,34692,3,MX,1,100,-15
1742899282.804125,225737.000,34692,3,MX,1,100,-16
1742899282.844458,225777.333,34709,3,MX,1,100,-16
1742899282.884792,225817.667,34709,3,MX,1,100,-15
1742899282.925126,225858.000,34709,3,MX,1,100,-15
1742899282.964626,225897.500,34726,2,MX,1,100,-14
1742899283.004127,225937.000,34726,2,MX,1,100,-15
1742899283.044461,225977.333,34743,3,MX,1,100,-15
1742899283.084794,226017.667,34743,3,MX,1,100,-14
1742899283.125128,226058.000,34743,3,MX,1,100,-15
1742899283.164629,226097.500,34759,2,MX,1,100,-15
1742899283.204129,226137.000,34759,2,MX,1,100,-14
1742899283.244129,226177.000,34775,3,MX,1,100,-16
1742899283.284130,226217.000,34775,3,MX,1,100,-15
1742899283.324130,226257.000,34775,3,MX,1,100,-14
1742899283.364130,226297.000,34793,2,MX,1,100,-15
1742899283.404131,226337.000,34793,2,MX,1,100,-15
1742899283.444131,226377.000,34810,3,MX,1,100,-14
1742899283.484132,226417.000,34810,3,MX,1,100,-16
1742899283.524132,226457.000,34810,3,MX,1,100,-14
1742899283.564466,226497.333,34829,3,MX,1,100,-15
1742899283.604800,226537.667,34829,3,MX,1,100,-15
1742899283.645133,226578.000,34829,3,MX,1,100,-15
1742899283.684634,226617.500,34845,2,MX,1,100,-14
1742899283.724134,226657.000,34845,2,MX,1,100,-15
1742899283.764135,226697.000,34860,3,MX,1,100,-14
1742899283.804135,226737.000,34860,3,MX,1,100,-14
1742899283.844136,226777.000,34860,3,MX,1,100,-15
1742899283.879803,226812.667,34878,3,MX,1,100,-15
1742899283.915470,226848.333,34878,3,MX,1,100,-16
1742899283.951137,226884.000,34878,3,MX,1,100,-15
1742899283.991137,226924.000,34894,2,MX,1,100,-15
1742899284.031138,226964.000,34894,2,MX,1,100,-14
1742899284.071138,227004.000,34911,3,MX,1,100,-16
1742899284.111139,227044.000,34911,3,MX,1,100,-15
1742899284.151139,227084.000,34911,3,MX,1,100,-15
1742899284.191139,227124.000,34925,2,MX,1,100,-16
1742899284.231140,227164.000,34925,2,MX,1,100,-16
1742899284.271140,227204.000,34943,3,MX,1,100,-15
1742899284.311141,227244.000,34943,3,MX,1,100,-15
1742899284.351141,227284.000,34943,3,MX,1,100,-16
1742899284.391141,227324.000,34961,2,MX,1,100,-16
1742899284.431142,227364.000,34961,2,MX,1,100,-16
1742899284.471142,227404.000,34978,3,MX,1,100,-15
1742899284.511143,227444.000,34978,3,MX,1,100,-16
1742899284.551143,227484.000,34978,3,MX,1,100,-15
1742899284.591144,227524.000,34993,2,MX,1,100,-16
1742899284.631144,227564.000,34993,2,MX,1,100,-16
1742899284.671144,227604.000,35010,3,MX,1,100,-15
1742899284.711145,227644.000,35010,3,MX,1,100,-16
1742899284.751145,227684.000,35010,3,MX,1,100,-14
1742899284.791146,227724.000,35026,3,MX,1,100,-15
1742899284.831146,227764.000,35026,3,MX,1,100,-15
1742899284.871147,227804.000,35026,3,MX,1,100,-15
1742899284.911147,227844.000,35044,2,MX,1,100,-16
1742899284.951148,227884.000,35044,2,MX,1,100,-16
1742899284.986814,227919.667,35058,3,MX,1,100,-16
1742899285.022482,227955.333,35058,3,MX,1,100,-16
1742899285.058149,227991.000,35058,3,MX,1,100,-16
1742899285.098149,228031.000,35077,2,MX,1,100,-15
1742899285.138149,228071.000,35077,2,MX,1,100,-15
1742899285.178150,228111.000,35093,3,MX,1,100,-16
1742899285.218150,228151.000,35093,3,MX,1,100,-16
1742899285.258151,228191.000,35093,3,MX,1,100,-16
1742899285.298151,228231.000,35111,3,MX,1,100,-16
1742899285.338152,228271.000,35111,3,MX,1,100,-14
1742899285.378152,228311.000,35111,3,MX,1,100,-15
1742899285.418153,228351.000,35126,2,MX,1,100,-15
1742899285.458153,228391.000,35126,2,MX,1,100,-16
1742899285.498153,228431.000,35142,3,MX,1,100,-16
1742899285.538154,228471.000,35142,3,MX,1,100,-15
1742899285.578154,228511.000,35142,3,MX,1,100,-16
1742899285.618155,228551.000,35159,2,MX,1,100,-16
1742899285.658155,228591.000,35159,2,MX,1,100,-16
1742899285.698155,228631.000,35176,3,MX,1,100,-15
1742899285.738156,228671.000,35176,3,MX,1,100,-15
1742899285.778156,228711.000,35176,3,MX,1,100,-14
1742899285.818157,228751.000,35192,2,MX,1,100,-16
1742899285.858157,228791.000,35192,2,MX,1,100,-15
1742899285.898158,228831.000,35215,4,MX,1,100,-16
1742899285.938158,228871.000,35215,4,MX,1,100,-15
1742899285.978158,228911.000,35215,4,MX,1,100,-15
1742899286.018159,228951.000,35215,4,MX,1,100,-16
1742899286.058159,228991.000,35229,2,MX,1,100,-16
1742899286.098160,229031.000,35229,2,MX,1,100,-16
1742899286.133493,229066.333,35246,3,MX,1,100,-16
1742899286.168827,229101.667,35246,3,MX,1,100,-16
1742899286.204161,229137.000,35246,3,MX,1,100,-15
1742899286.244161,229177.000,35263,3,MX,1,100,-14
1742899286.284162,229217.000,35263,3,MX,1,100,-15
1742899286.324162,229257.000,35263,3,MX,1,100,-16
1742899286.364163,229297.000,35280,2,MX,1,100,-16
1742899286.404163,229337.000,35280,2,MX,1,100,-16
1742899286.444164,229377.000,35294,3,MX,1,100,-15
1742899286.484164,229417.000,35294,3,MX,1,100,-15
1742899286.524164,229457.000,35294,3,MX,1,100,-16
1742899286.564165,229497.000,35314,2,MX,1,100,-16
1742899286.604165,229537.000,35314,2,MX,1,100,-14
1742899286.644166,229577.000,35330,3,MX,1,100,-16
1742899286.684166,229617.000,35330,3,MX,1,100,-16
1742899286.724166,229657.000,35330,3,MX,1,100,-15
1742899286.764167,229697.000,35347,3,MX,1,100,-15
1742899286.804167,229737.000,35347,3,MX,1,100,-15
1742899286.844168,229777.000,35347,3,MX,1,100,-16
1742899286.884168,229817.000,35362,2,MX,1,100,-15
1742899286.924169,229857.000,35362,2,MX,1,100,-15
1742899286.964169,229897.000,35379,3,MX,1,100,-15
1742899287.004169,229937.000,35379,3,MX,1,100,-15
1742899287.044170,229977.000,35379,3,MX,1,100,-15
1742899287.084170,230017.000,35395,2,MX,1,100,-15
1742899287.124171,230057.000,35395,2,MX,1,100,-16
1742899287.164171,230097.000,35412,3,MX,1,100,-15
1742899287.204172,230137.000,35412,3,MX,1,100,-15
1742899287.244172,230177.000,35412,3,MX,1,100,-15
1742899287.279839,230212.667,35431,3,MX,1,100,-15
1742899287.315506,230248.333,35431,3,MX,1,100,-16
1742899287.351173,230284.000,35431,3,MX,1,100,-15
1742899287.391174,230324.000,35446,2,MX,1,100,-14
1742899287.431174,230364.000,35446,2,MX,1,100,-15
1742899287.471174,230404.000,35462,3,MX,1,100,-14
1742899287.511175,230444.000,35462,3,MX,1,100,-16
1742899287.551175,230484.000,35462,3,MX,1,100,-16
1742899287.591176,230524.000,35480,2,MX,1,100,-16
1742899287.631176,230564.000,35480,2,MX,1,100,-14
1742899287.671176,230604.000,35496,3,MX,1,100,-16
1742899287.711177,230644.000,35496,3,MX,1,100,-16
1742899287.751177,230684.000,35496,3,MX,1,100,-14
1742899287.791178,230724.000,35511,2,MX,1,100,-16
1742899287.831178,230764.000,35511,2,MX,1,100,-15
1742899287.871179,230804.000,35528,3,MX,1,100,-15
1742899287.911179,230844.000,35528,3,MX,1,100,-14
1742899287.951180,230884.000,35528,3,MX,1,100,-16
1742899287.991180,230924.000,35547,2,MX,1,100,-14
1742899288.031180,230964.000,35547,2,MX,1,100,-15
1742899288.071181,231004.000,35563,3,MX,1,100,-14
1742899288.111181,231044.000,35563,3,MX,1,100,-15
1742899288.151182,231084.000,35563,3,MX,1,100,-16
1742899288.191182,231124.000,35578,2,MX,1,100,-14
1742899288.231183,231164.000,35578,2,MX,1,100,-15
1742899288.266850,231199.667,35597,3,MX,1,100,-15
1742899288.302517,231235.333,35597,3,MX,1,100,-16
1742899288.338184,231271.000,35597,3,MX,1,100,-15
1742899288.378184,231311.000,35614,3,MX,1,100,-16
1742899288.418185,231351.000,35614,3,MX,1,100,-15
1742899288.458185,231391.000,35614,3,MX,1,100,-15
1742899288.498185,231431.000,35630,2,MX,1,100,-16
1742899288.538186,231471.000,35630,2,MX,1,100,-16
1742899288.578186,231511.000,35646,3,MX,1,100,-16
1742899288.618187,231551.000,35646,3,MX,1,100,-15
1742899288.658187,231591.000,35646,3,MX,1,100,-16
1742899288.698188,231631.000,35664,2,MX,1,100,-16
1742899288.738188,231671.000,35664,2,MX,1,100,-15
1742899288.778188,231711.000,35681,3,MX,1,100,-16
1742899288.818189,231751.000,35681,3,MX,1,100,-15
1742899288.858189,231791.000,35681,3,MX,1,100,-16
1742899288.898190,231831.000,35698,2,MX,1,100,-15
1742899288.938190,231871.000,35698,2,MX,1,100,-16
1742899288.978190,231911.000,35713,3,MX,1,100,-15
1742899289.018191,231951.000,35713,3,MX,1,100,-15
1742899289.058191,231991.000,35713,3,MX,1,100,-15
1742899289.098192,232031.000,35729,2,MX,1,100,-16
1742899289.138192,232071.000,35729,2,MX,1,100,-16
1742899289.178193,232111.000,35746,3,MX,1,100,-16
1742899289.218193,232151.000,35746,3,MX,1,100,-15
1742899289.258193,232191.000,35746,3,MX,1,100,-15
1742899289.298194,232231.000,35763,3,MX,1,100,-16
1742899289.338194,232271.000,35763,3,MX,1,100,-16
1742899289.378195,232311.000,35763,3,MX,1,100,-16
1742899289.418195,232351.000,35781,2,MX,1,100,-16
1742899289.458196,232391.000,35781,2,MX,1,100,-15
1742899289.493529,232426.333,35796,3,MX,1,100,-16
1742899289.528863,232461.667,35796,3,MX,1,100,-14
1742899289.564197,232497.000,35796,3,MX,1,100,-15
1742899289.604197,232537.000,35814,3,MX,1,100,-15
1742899289.644198,232577.000,35814,3,MX,1,100,-14
1742899289.684198,232617.000,35814,3,MX,1,100,-14
1742899289.724199,232657.000,35830,2,MX,1,100,-16
1742899289.764199,232697.000,35830,2,MX,1,100,-14
1742899289.804199,232737.000,35847,3,MX,1,100,-15
1742899289.844200,232777.000,35847,3,MX,1,100,-16
1742899289.884200,232817.000,35847,3,MX,1,100,-15
1742899289.924201,232857.000,35862,2,MX,1,100,-15
1742899289.964201,232897.000,35862,2,MX,1,100,-15
1742899290.004201,232937.000,35879,3,MX,1,100,-15
1742899290.044202,232977.000,35879,3,MX,1,100,-16
1742899290.084202,233017.000,35879,3,MX,1,100,-15
1742899290.124203,233057.000,35897,2,MX,1,100,-15
1742899290.164203,233097.000,35897,2,MX,1,100,-16
1742899290.204204,233137.000,35915,3,MX,1,100,-15
1742899290.244204,233177.000,35915,3,MX,1,100,-15
1742899290.284204,233217.000,35915,3,MX,1,100,-15
1742899290.324205,233257.000,35929,2,MX,1,100,-16
1742899290.364205,233297.000,35929,2,MX,1,100,-16
1742899290.404206,233337.000,35946,3,MX,1,100,-15
1742899290.444206,233377.000,35946,3,MX,1,100,-15
1742899290.484207,233417.000,35946,3,MX,1,100,-15
1742899290.524207,233457.000,35962,2,MX,1,100,-15
1742899290.564208,233497.000,35962,2,MX,1,100,-16
1742899290.599541,233532.333,35980,3,MX,1,100,-15
1742899290.634875,233567.667,35980,3,MX,1,100,-16
1742899290.670209,233603.000,35980,3,MX,1,100,-15
1742899290.710209,233643.000,35994,3,MX,1,100,-16
1742899290.750209,233683.000,35994,3,MX,1,100,-15
1742899290.790210,233723.000,35994,3,MX,1,100,-15
1742899290.830210,233763.000,36013,2,MX,1,100,-16
1742899290.870211,233803.000,36013,2,MX,1,100,-15
1742899290.910211,233843.000,36030,3,MX,1,100,-16
1742899290.950212,233883.000,36030,3,MX,1,100,-16
1742899290.990212,233923.000,36030,3,MX,1,100,-16
1742899291.030212,233963.000,36050,3,MX,1,100,-15
1742899291.070213,234003.000,36050,3,MX,1,100,-16
1742899291.110213,234043.000,36050,3,MX,1,100,-15
1742899291.150214,234083.000,36066,3,MX,1,100,-15
1742899291.190214,234123.000,36066,3,MX,1,100,-15
1742899291.230215,234163.000,36066,3,MX,1,100,-14
1742899291.270215,234203.000,36083,2,MX,1,100,-15
1742899291.310215,234243.000,36083,2,MX,1,100,-15
1742899291.350216,234283.000,36098,3,MX,1,100,-15
1742899291.390216,234323.000,36098,3,MX,1,100,-15
1742899291.430217,234363.000,36098,3,MX,1,100,-15
1742899291.470217,234403.000,36117,3,MX,1,100,-15
1742899291.510218,234443.000,36117,3,MX,1,100,-16
1742899291.550218,234483.000,36117,3,MX,1,100,-15
1742899291.590218,234523.000,36134,2,MX,1,100,-16
1742899291.630219,234563.000,36134,2,MX,1,100,-15
1742899291.666219,234599.000,36151,3,MX,1,100,-15
1742899291.702220,234635.000,36151,3,MX,1,100,-15
1742899291.738220,234671.000,36151,3,MX,1,100,-15
1742899291.778220,234711.000,36165,2,MX,1,100,-15
1742899291.818221,234751.000,36165,2,MX,1,100,-14
1742899291.857888,234790.667,36183,3,MX,1,100,-16
1742899291.897555,234830.333,36183,3,MX,1,100,-15
1742899291.937222,234870.000,36183,3,MX,1,100,-16
1742899291.977723,234910.500,36199,2,MX,1,100,-15
1742899292.018223,234951.000,36199,2,MX,1,100,-15
1742899292.057890,234990.667,36216,3,MX,1,100,-16
1742899292.097557,235030.333,36216,3,MX,1,100,-15
1742899292.137224,235070.000,36216,3,MX,1,100,-16
1742899292.177558,235110.333,36232,3,MX,1,100,-16
1742899292.217892,235150.667,36232,3,MX,1,100,-16
1742899292.258225,235191.000,36232,3,MX,1,100,-15
1742899292.297726,235230.500,36250,2,MX,1,100,-15
1742899292.337226,235270.000,36250,2,MX,1,100,-16
1742899292.377227,235310.000,36266,3,MX,1,100,-16
1742899292.417227,235350.000,36266,3,MX,1,100,-16
1742899292.457228,235390.000,36266,3,MX,1,100,-15
1742899292.497228,235430.000,36283,2,MX,1,100,-16
1742899292.537229,235470.000,36283,2,MX,1,100,-16
1742899292.577562,235510.333,36298,3,MX,1,100,-16
1742899292.617896,235550.667,36298,3,MX,1,100,-15
1742899292.658230,235591.000,36298,3,MX,1,100,-16
1742899292.697730,235630.500,36315,2,MX,1,100,-15
1742899292.737231,235670.000,36315,2,MX,1,100,-15
1742899292.772564,235705.333,36331,3,MX,1,100,-15
1742899292.807898,235740.667,36331,3,MX,1,100,-16
1742899292.843232,235776.000,36331,3,MX,1,100,-15
1742899292.883232,235816.000,36351,3,MX,1,100,-15
1742899292.923233,235856.000,36351,3,MX,1,100,-15
1742899292.963233,235896.000,36351,3,MX,1,100,-15
1742899293.003233,235936.000,36365,2,MX,1,100,-16
1742899293.043234,235976.000,36365,2,MX,1,100,-16
1742899293.083234,236016.000,36382,3,MX,1,100,-15
1742899293.123235,236056.000,36382,3,MX,1,100,-16
1742899293.163235,236096.000,36382,3,MX,1,100,-16
1742899293.203236,236136.000,36398,2,MX,1,100,-15
1742899293.243236,236176.000,36398,2,MX,1,100,-16
1742899293.283237,236216.000,36418,3,MX,1,100,-15
1742899293.323237,236256.000,36418,3,MX,1,100,-16
1742899293.363237,236296.000,36418,3,MX,1,100,-15
1742899293.403238,236336.000,36433,2,MX,1,100,-16
1742899293.443238,236376.000,36433,2,MX,1,100,-15
1742899293.483239,236416.000,36449,3,MX,1,100,-16
1742899293.523239,236456.000,36449,3,MX,1,100,-16
1742899293.563240,236496.000,36449,3,MX,1,100,-16
1742899293.603240,236536.000,36468,2,MX,1,100,-15
1742899293.643240,236576.000,36468,2,MX,1,100,-16
1742899293.683241,236616.000,36485,3,MX,1,100,-14
1742899293.723241,236656.000,36485,3,MX,1,100,-16
1742899293.763242,236696.000,36485,3,MX,1,100,-15
1742899293.803242,236736.000,36500,2,MX,1,100,-16
1742899293.843242,236776.000,36500,2,MX,1,100,-16
1742899293.883576,236816.333,36517,3,MX,1,100,-16
1742899293.923910,236856.667,36517,3,MX,1,100,-16
1742899293.964244,236897.000,36517,3,MX,1,100,-16
1742899293.999578,236932.333,36533,3,MX,1,100,-16
1742899294.034911,236967.667,36533,3,MX,1,100,-15
1742899294.070245,237003.000,36533,3,MX,1,100,-15
